;Topology;Params;Number_Iterations;Number_Particles;C1;C2;W;Mean bests_Results;Best of Iterations
144;ADJ2;Number of interations: 50 C1: 0.1 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.2;0.3;1.1252411824140338;0.3413067309366302
145;ADJ2;Number of interations: 50 C1: 0.1 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.2;0.5;0.9111443866777094;0.3153856210993564
146;ADJ2;Number of interations: 50 C1: 0.1 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.2;0.9;0.29506891934132834;0.10179328687480593
147;ADJ2;Number of interations: 50 C1: 0.1 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.5;0.3;0.3713283848527838;0.030131181137598606
148;ADJ2;Number of interations: 50 C1: 0.1 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.5;0.5;0.11951164063350364;0.03174906144974132
149;ADJ2;Number of interations: 50 C1: 0.1 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.5;0.9;1.685822408826962;0.4159244345100288
150;ADJ2;Number of interations: 50 C1: 0.1 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.8;0.3;0.09456578605526618;0.019874366644537123
151;ADJ2;Number of interations: 50 C1: 0.1 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.8;0.5;0.01092772978986618;0.001634250111088864
152;ADJ2;Number of interations: 50 C1: 0.1 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.8;0.9;3.2848406585416603;1.5206224270736617
153;ADJ2;Number of interations: 50 C1: 0.1 C2:2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;2.0;0.3;0.015637484667969038;0.002604126774372606
154;ADJ2;Number of interations: 50 C1: 0.1 C2:2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;2.0;0.5;0.22341560654004242;0.057805820626896764
155;ADJ2;Number of interations: 50 C1: 0.1 C2:2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;2.0;0.9;4.633063604015776;3.061148962919973
156;ADJ2;Number of interations: 50 C1: 0.5 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.2;0.3;1.221527776565701;0.6321769918076972
157;ADJ2;Number of interations: 50 C1: 0.5 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.2;0.5;0.9097874321923172;0.07483413016922613
158;ADJ2;Number of interations: 50 C1: 0.5 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.2;0.9;0.13164852636647142;0.07983285208517588
159;ADJ2;Number of interations: 50 C1: 0.5 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.5;0.3;0.3984484254520699;0.08431923144870668
160;ADJ2;Number of interations: 50 C1: 0.5 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.5;0.5;0.05452018158590492;0.013221174386562229
161;ADJ2;Number of interations: 50 C1: 0.5 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.5;0.9;0.28888211686498344;0.07909214745402382
162;ADJ2;Number of interations: 50 C1: 0.5 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.8;0.3;0.05240331464148236;0.011323477824678907
163;ADJ2;Number of interations: 50 C1: 0.5 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.8;0.5;0.0052358044617517585;0.0014400052451581935
164;ADJ2;Number of interations: 50 C1: 0.5 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.8;0.9;1.4106610145345346;0.22508989938496216
165;ADJ2;Number of interations: 50 C1: 0.5 C2:2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;2.0;0.3;0.008302464445149215;0.0016452160787037151
166;ADJ2;Number of interations: 50 C1: 0.5 C2:2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;2.0;0.5;0.04963526425679392;0.013376413270297594
167;ADJ2;Number of interations: 50 C1: 0.5 C2:2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;2.0;0.9;3.5409238047147666;0.9587380756409662
168;ADJ2;Number of interations: 50 C1: 0.7 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.2;0.3;0.7824983901883517;0.3799500007931802
169;ADJ2;Number of interations: 50 C1: 0.7 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.2;0.5;0.6676782155672747;0.2139426511947886
170;ADJ2;Number of interations: 50 C1: 0.7 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.2;0.9;0.11831351224558632;0.07458623439606216
171;ADJ2;Number of interations: 50 C1: 0.7 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.5;0.3;0.4532911051984104;0.05026448220709101
172;ADJ2;Number of interations: 50 C1: 0.7 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.5;0.5;0.07101031961474691;0.020739748710852712
173;ADJ2;Number of interations: 50 C1: 0.7 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.5;0.9;0.2102632183969729;0.10082623570676619
174;ADJ2;Number of interations: 50 C1: 0.7 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.8;0.3;0.03664584207033465;0.007294419836636923
175;ADJ2;Number of interations: 50 C1: 0.7 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.8;0.5;0.0031772498297024223;0.0010141980141011864
176;ADJ2;Number of interations: 50 C1: 0.7 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.8;0.9;0.9791713855205242;0.6341425506030025
177;ADJ2;Number of interations: 50 C1: 0.7 C2:2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;2.0;0.3;0.006484978065005098;0.00020860675219980251
178;ADJ2;Number of interations: 50 C1: 0.7 C2:2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;2.0;0.5;0.056298692432807315;0.013296656685615194
179;ADJ2;Number of interations: 50 C1: 0.7 C2:2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;2.0;0.9;3.469818248911659;1.9090157135804202
180;ADJ2;Number of interations: 50 C1: 1 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.2;0.3;1.0490710005500226;0.3922290455594717
181;ADJ2;Number of interations: 50 C1: 1 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.2;0.5;0.6374268257266049;0.1633615454136117
182;ADJ2;Number of interations: 50 C1: 1 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.2;0.9;0.1595348901238208;0.08327606354157924
183;ADJ2;Number of interations: 50 C1: 1 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.5;0.3;0.2356980350851427;0.05665779161722684
184;ADJ2;Number of interations: 50 C1: 1 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.5;0.5;0.04834697752238535;0.02465917761294323
185;ADJ2;Number of interations: 50 C1: 1 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.5;0.9;0.3163058104734895;0.18611059005947128
186;ADJ2;Number of interations: 50 C1: 1 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.8;0.3;0.058855771127081714;0.006920250999791211
187;ADJ2;Number of interations: 50 C1: 1 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.8;0.5;0.0023082698107857345;0.0005622631483466201
188;ADJ2;Number of interations: 50 C1: 1 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.8;0.9;0.6674454169283021;0.2401656861708159
189;ADJ2;Number of interations: 50 C1: 1 C2:2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;2.0;0.3;0.0047830934010545615;0.0018416839174304478
190;ADJ2;Number of interations: 50 C1: 1 C2:2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;2.0;0.5;0.04834533571472628;0.01533741110836262
191;ADJ2;Number of interations: 50 C1: 1 C2:2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;2.0;0.9;3.342763400938536;2.142792171242363
192;ADJ2;Number of interations: 100 C1: 0.1 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.2;0.3;0.6597438769119173;0.18709379515559066
193;ADJ2;Number of interations: 100 C1: 0.1 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.2;0.5;0.40317357807002746;0.0698427956801102
194;ADJ2;Number of interations: 100 C1: 0.1 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.2;0.9;0.04281614368787077;0.02493141893345241
195;ADJ2;Number of interations: 100 C1: 0.1 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.5;0.3;0.2920798409962669;0.14315057027621636
196;ADJ2;Number of interations: 100 C1: 0.1 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.5;0.5;0.014840194827217079;0.0023998638977720255
197;ADJ2;Number of interations: 100 C1: 0.1 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.5;0.9;0.8361217803461273;0.20772192744973994
198;ADJ2;Number of interations: 100 C1: 0.1 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.8;0.3;0.023564445977644954;0.002316305276562236
199;ADJ2;Number of interations: 100 C1: 0.1 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.8;0.5;9.199101518122532e-05;1.1335924924527063e-05
200;ADJ2;Number of interations: 100 C1: 0.1 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.8;0.9;3.029848879172076;1.2193361978093766
201;ADJ2;Number of interations: 100 C1: 0.1 C2:2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;2.0;0.3;7.672502205133825e-05;5.566762805830905e-06
202;ADJ2;Number of interations: 100 C1: 0.1 C2:2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;2.0;0.5;0.00868732255872411;0.0021131470190742796
203;ADJ2;Number of interations: 100 C1: 0.1 C2:2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;2.0;0.9;5.527268446151423;4.94841009771967
204;ADJ2;Number of interations: 100 C1: 0.5 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.2;0.3;0.7955885870977848;0.31276339774142814
205;ADJ2;Number of interations: 100 C1: 0.5 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.2;0.5;0.7881184364766497;0.5123934895553579
206;ADJ2;Number of interations: 100 C1: 0.5 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.2;0.9;0.008341321363816778;0.005068013861130982
207;ADJ2;Number of interations: 100 C1: 0.5 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.5;0.3;0.23589318973259282;0.08796070187120764
208;ADJ2;Number of interations: 100 C1: 0.5 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.5;0.5;0.010264608266316078;0.0006400042312972865
209;ADJ2;Number of interations: 100 C1: 0.5 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.5;0.9;0.05338724316748093;0.012731867343497516
210;ADJ2;Number of interations: 100 C1: 0.5 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.8;0.3;0.01747538234580164;0.0011278209794629568
211;ADJ2;Number of interations: 100 C1: 0.5 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.8;0.5;2.8290011298981453e-05;2.7786738674429046e-06
212;ADJ2;Number of interations: 100 C1: 0.5 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.8;0.9;0.43336899713577326;0.17823325573697035
213;ADJ2;Number of interations: 100 C1: 0.5 C2:2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;2.0;0.3;8.834382628908343e-06;4.978880423500698e-07
214;ADJ2;Number of interations: 100 C1: 0.5 C2:2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;2.0;0.5;0.0024656645449138816;0.0009390410068097488
215;ADJ2;Number of interations: 100 C1: 0.5 C2:2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;2.0;0.9;3.53606093008542;0.6417087630170326
216;ADJ2;Number of interations: 100 C1: 0.7 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.2;0.3;0.6904842649830517;0.2895730085555184
217;ADJ2;Number of interations: 100 C1: 0.7 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.2;0.5;0.4725285096933689;0.15645302385893034
218;ADJ2;Number of interations: 100 C1: 0.7 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.2;0.9;0.01146997498838731;0.005065522602035077
219;ADJ2;Number of interations: 100 C1: 0.7 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.5;0.3;0.1964509036169752;0.04458713936574954
220;ADJ2;Number of interations: 100 C1: 0.7 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.5;0.5;0.00821931325350187;0.0005588319484179927
221;ADJ2;Number of interations: 100 C1: 0.7 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.5;0.9;0.03944307890518113;0.01600315365248095
222;ADJ2;Number of interations: 100 C1: 0.7 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.8;0.3;0.02968396905902333;0.0006230207633746154
223;ADJ2;Number of interations: 100 C1: 0.7 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.8;0.5;4.782650817336531e-06;5.101869686718885e-07
224;ADJ2;Number of interations: 100 C1: 0.7 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.8;0.9;0.27172978648003976;0.05728137531872379
225;ADJ2;Number of interations: 100 C1: 0.7 C2:2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;2.0;0.3;6.41972567843041e-06;1.5360763225835683e-06
226;ADJ2;Number of interations: 100 C1: 0.7 C2:2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;2.0;0.5;0.001012047965569085;0.0003692467049742909
227;ADJ2;Number of interations: 100 C1: 0.7 C2:2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;2.0;0.9;3.867189340359986;1.3987516359174177
228;ADJ2;Number of interations: 100 C1: 1 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.2;0.3;0.8015562474322806;0.36212422131517785
229;ADJ2;Number of interations: 100 C1: 1 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.2;0.5;0.6496210624676078;0.22991209124688128
230;ADJ2;Number of interations: 100 C1: 1 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.2;0.9;0.011938501340225916;0.003653119476986877
231;ADJ2;Number of interations: 100 C1: 1 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.5;0.3;0.1811368765480265;0.08366665005648999
232;ADJ2;Number of interations: 100 C1: 1 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.5;0.5;0.007581137359084611;0.0011990261778689337
233;ADJ2;Number of interations: 100 C1: 1 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.5;0.9;0.05538973260630629;0.020161431346452208
234;ADJ2;Number of interations: 100 C1: 1 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.8;0.3;0.019037505193039993;0.000901682541553317
235;ADJ2;Number of interations: 100 C1: 1 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.8;0.5;2.3769584299948577e-06;2.535070611209278e-07
236;ADJ2;Number of interations: 100 C1: 1 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.8;0.9;0.4931882675784934;0.06681212336606324
237;ADJ2;Number of interations: 100 C1: 1 C2:2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;2.0;0.3;7.776796971104005e-06;1.7135018706149197e-06
238;ADJ2;Number of interations: 100 C1: 1 C2:2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;2.0;0.5;0.0014972987915947479;0.00020733718669818657
239;ADJ2;Number of interations: 100 C1: 1 C2:2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;2.0;0.9;2.9235677939536173;0.8964062679879032
240;ADJ2;Number of interations: 200 C1: 0.1 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.2;0.3;0.4610204857605499;0.1582952561018094
241;ADJ2;Number of interations: 200 C1: 0.1 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.2;0.5;0.3269324894568915;0.07725709780985968
242;ADJ2;Number of interations: 200 C1: 0.1 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.2;0.9;0.001205519749461903;0.0005845808289106635
243;ADJ2;Number of interations: 200 C1: 0.1 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.5;0.3;0.24404508684726958;0.03611928969303735
244;ADJ2;Number of interations: 200 C1: 0.1 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.5;0.5;0.0019058904521487285;0.00014687440333149837
245;ADJ2;Number of interations: 200 C1: 0.1 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.5;0.9;0.0937419687744712;0.024958970585210682
246;ADJ2;Number of interations: 200 C1: 0.1 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.8;0.3;0.010832747800685017;0.00029106687822677557
247;ADJ2;Number of interations: 200 C1: 0.1 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.8;0.5;2.347596863572221e-08;6.786540218683967e-10
248;ADJ2;Number of interations: 200 C1: 0.1 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;0.8;0.9;3.9462793084422785;2.5846534011924267
249;ADJ2;Number of interations: 200 C1: 0.1 C2:2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;2.0;0.3;3.0290189023673975e-09;3.9778358384978674e-10
250;ADJ2;Number of interations: 200 C1: 0.1 C2:2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;2.0;0.5;4.26869880880254e-05;8.377212882937357e-06
251;ADJ2;Number of interations: 200 C1: 0.1 C2:2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.1;2.0;0.9;4.595312745093563;2.0619941092254384
252;ADJ2;Number of interations: 200 C1: 0.5 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.2;0.3;0.5912036733112995;0.20218174203297723
253;ADJ2;Number of interations: 200 C1: 0.5 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.2;0.5;0.4570934196938413;0.26801909257079304
254;ADJ2;Number of interations: 200 C1: 0.5 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.2;0.9;8.090069414672385e-05;5.0467481721216956e-05
255;ADJ2;Number of interations: 200 C1: 0.5 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.5;0.3;0.16132870054516077;0.0764023660815849
256;ADJ2;Number of interations: 200 C1: 0.5 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.5;0.5;0.0032418132173860138;4.444658789015676e-06
257;ADJ2;Number of interations: 200 C1: 0.5 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.5;0.9;0.0033488970660575214;0.0005450285457624382
258;ADJ2;Number of interations: 200 C1: 0.5 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.8;0.3;0.020498447896471907;0.0027431158463149252
259;ADJ2;Number of interations: 200 C1: 0.5 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.8;0.5;5.559933846654985e-10;1.7003731755949048e-11
260;ADJ2;Number of interations: 200 C1: 0.5 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;0.8;0.9;0.16328528491739053;0.018417098941153842
261;ADJ2;Number of interations: 200 C1: 0.5 C2:2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;2.0;0.3;2.4970434608917456e-10;4.046984969363621e-12
262;ADJ2;Number of interations: 200 C1: 0.5 C2:2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;2.0;0.5;2.324794347519088e-06;2.414048592136453e-07
263;ADJ2;Number of interations: 200 C1: 0.5 C2:2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.5;2.0;0.9;3.1993183188749854;1.126204642155987
264;ADJ2;Number of interations: 200 C1: 0.7 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.2;0.3;0.5987666103880052;0.3688620195994585
265;ADJ2;Number of interations: 200 C1: 0.7 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.2;0.5;0.3283858906022343;0.057508877745324316
266;ADJ2;Number of interations: 200 C1: 0.7 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.2;0.9;8.5247542798772e-05;2.202041876531169e-05
267;ADJ2;Number of interations: 200 C1: 0.7 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.5;0.3;0.07799150601360524;0.019453178079658517
268;ADJ2;Number of interations: 200 C1: 0.7 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.5;0.5;0.0016385838948534293;0.00019366675291054847
269;ADJ2;Number of interations: 200 C1: 0.7 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.5;0.9;0.0028996790892773737;0.00048161407595204153
270;ADJ2;Number of interations: 200 C1: 0.7 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.8;0.3;0.019864621500103485;0.0011732629468217404
271;ADJ2;Number of interations: 200 C1: 0.7 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.8;0.5;5.815765646843829e-11;6.224798454468328e-12
272;ADJ2;Number of interations: 200 C1: 0.7 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;0.8;0.9;0.07426981295046824;0.011475787149425987
273;ADJ2;Number of interations: 200 C1: 0.7 C2:2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;2.0;0.3;4.7121861967980294e-11;3.347100374639922e-12
274;ADJ2;Number of interations: 200 C1: 0.7 C2:2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;2.0;0.5;1.076571308278318e-06;8.608354251649075e-08
275;ADJ2;Number of interations: 200 C1: 0.7 C2:2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;0.7;2.0;0.9;3.9501801246939827;1.0734843621356736
276;ADJ2;Number of interations: 200 C1: 1 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.2;0.3;0.6028951399334769;0.03000746034523205
277;ADJ2;Number of interations: 200 C1: 1 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.2;0.5;0.5080508894203148;0.13760606178271617
278;ADJ2;Number of interations: 200 C1: 1 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.2;0.9;0.00010344601021445854;7.502261958780565e-06
279;ADJ2;Number of interations: 200 C1: 1 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.5;0.3;0.1415913924208831;0.04755747556037848
280;ADJ2;Number of interations: 200 C1: 1 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.5;0.5;0.0031656536145686863;4.420919528236311e-07
281;ADJ2;Number of interations: 200 C1: 1 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.5;0.9;0.009107856442569062;0.0019356168051953837
282;ADJ2;Number of interations: 200 C1: 1 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.8;0.3;0.01298245009778336;8.620614716692288e-05
283;ADJ2;Number of interations: 200 C1: 1 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.8;0.5;7.133937884873376e-12;3.5216274341109965e-13
284;ADJ2;Number of interations: 200 C1: 1 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;0.8;0.9;0.04996186264654314;0.007403513968807562
285;ADJ2;Number of interations: 200 C1: 1 C2:2 w:0.3 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;2.0;0.3;4.0042724691602415e-11;1.9939605522267811e-13
