;Topology;Params;Number_Iterations;Number_Particles;C1;C2;W;Mean bests_Results;Best of Iterations
286;ADJ2;Number of interations: 200 C1: 1 C2:2 w:0.5 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;2.0;0.5;3.586171751557288e-07;3.1024896873788066e-08
287;ADJ2;Number of interations: 200 C1: 1 C2:2 w:0.9 N_Particles:50 Topology:ADJ2;ADJ2;50;1.0;2.0;0.9;3.083757395261808;0.6942263483984275
288;ADJ;Number of interations: 50 C1: 0.1 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.2;0.3;1.1449764431702392;0.3395127117709724
289;ADJ;Number of interations: 50 C1: 0.1 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.2;0.5;1.249055553299592;0.4132603326490494
290;ADJ;Number of interations: 50 C1: 0.1 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.2;0.9;0.49886766818512457;0.14646087157025578
291;ADJ;Number of interations: 50 C1: 0.1 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.5;0.3;0.4037638748389303;0.0474872667326669
292;ADJ;Number of interations: 50 C1: 0.1 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.5;0.5;0.19339076657353305;0.05614117327101242
293;ADJ;Number of interations: 50 C1: 0.1 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.5;0.9;1.8297923920370547;0.7242266857171988
294;ADJ;Number of interations: 50 C1: 0.1 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.8;0.3;0.10128702910091336;0.052701280615686574
295;ADJ;Number of interations: 50 C1: 0.1 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.8;0.5;0.02421530688330096;0.0010016800164724948
296;ADJ;Number of interations: 50 C1: 0.1 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.8;0.9;2.9390013247274283;0.9778820646478583
297;ADJ;Number of interations: 50 C1: 0.1 C2:2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.1;2.0;0.3;0.19982404015056873;0.011870087694991316
298;ADJ;Number of interations: 50 C1: 0.1 C2:2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.1;2.0;0.5;0.2173859978459821;0.09599675636796734
299;ADJ;Number of interations: 50 C1: 0.1 C2:2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.1;2.0;0.9;4.702101528049849;3.6744395765237496
300;ADJ;Number of interations: 50 C1: 0.5 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.2;0.3;1.3578332650915954;0.15026040278858632
301;ADJ;Number of interations: 50 C1: 0.5 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.2;0.5;0.931972275102245;0.25787480892370285
302;ADJ;Number of interations: 50 C1: 0.5 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.2;0.9;0.21000337418028367;0.1227845007891486
303;ADJ;Number of interations: 50 C1: 0.5 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.5;0.3;0.500074537215669;0.32800766429504735
304;ADJ;Number of interations: 50 C1: 0.5 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.5;0.5;0.0953153866523782;0.009074428995969885
305;ADJ;Number of interations: 50 C1: 0.5 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.5;0.9;0.3482168580875137;0.14499891573269652
306;ADJ;Number of interations: 50 C1: 0.5 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.8;0.3;0.08953975706469856;0.024817263134320644
307;ADJ;Number of interations: 50 C1: 0.5 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.8;0.5;0.010220967359493915;0.0011419309785343223
308;ADJ;Number of interations: 50 C1: 0.5 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.8;0.9;1.0628924858959716;0.3430708664892319
309;ADJ;Number of interations: 50 C1: 0.5 C2:2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.5;2.0;0.3;0.015070720661334126;0.0017520637353247714
310;ADJ;Number of interations: 50 C1: 0.5 C2:2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.5;2.0;0.5;0.08439885143129837;0.03450401180740359
311;ADJ;Number of interations: 50 C1: 0.5 C2:2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.5;2.0;0.9;3.3482416621405084;1.2798807680014161
312;ADJ;Number of interations: 50 C1: 0.7 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.2;0.3;1.410865686521665;0.7390845045660019
313;ADJ;Number of interations: 50 C1: 0.7 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.2;0.5;1.1021109202966197;0.6599420121959843
314;ADJ;Number of interations: 50 C1: 0.7 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.2;0.9;0.20497933535493057;0.09234377379615966
315;ADJ;Number of interations: 50 C1: 0.7 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.5;0.3;0.6027387541810864;0.17571755638355357
316;ADJ;Number of interations: 50 C1: 0.7 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.5;0.5;0.11792751919208522;0.01468376297522811
317;ADJ;Number of interations: 50 C1: 0.7 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.5;0.9;0.4238016125622086;0.15855448953921014
318;ADJ;Number of interations: 50 C1: 0.7 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.8;0.3;0.09890760490109551;0.013800850098768525
319;ADJ;Number of interations: 50 C1: 0.7 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.8;0.5;0.006529772907730891;0.0022103031074398594
320;ADJ;Number of interations: 50 C1: 0.7 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.8;0.9;1.1360601943279824;0.5663173098758034
321;ADJ;Number of interations: 50 C1: 0.7 C2:2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.7;2.0;0.3;0.012377968540787609;0.0027107912760659936
322;ADJ;Number of interations: 50 C1: 0.7 C2:2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.7;2.0;0.5;0.10106369431451379;0.03527765724586773
323;ADJ;Number of interations: 50 C1: 0.7 C2:2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.7;2.0;0.9;3.10626518892777;1.038005763434136
324;ADJ;Number of interations: 50 C1: 1 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.2;0.3;1.7320395079750397;0.7953438811587827
325;ADJ;Number of interations: 50 C1: 1 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.2;0.5;1.0959122076502612;0.6969138115682054
326;ADJ;Number of interations: 50 C1: 1 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.2;0.9;0.24218233184961208;0.09116500855272536
327;ADJ;Number of interations: 50 C1: 1 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.5;0.3;0.4171867253230723;0.23702816342735789
328;ADJ;Number of interations: 50 C1: 1 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.5;0.5;0.09487876492159134;0.0177403582079525
329;ADJ;Number of interations: 50 C1: 1 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.5;0.9;0.19110851903415424;0.08488655105931331
330;ADJ;Number of interations: 50 C1: 1 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.8;0.3;0.0601976325593232;0.017591648338726618
331;ADJ;Number of interations: 50 C1: 1 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.8;0.5;0.00694452881920613;0.0006383474731852523
332;ADJ;Number of interations: 50 C1: 1 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.8;0.9;1.0799958527708604;0.504125908403211
333;ADJ;Number of interations: 50 C1: 1 C2:2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;1.0;2.0;0.3;0.009726606105828584;0.0017661327943483407
334;ADJ;Number of interations: 50 C1: 1 C2:2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;1.0;2.0;0.5;0.06685176872502341;0.019442546720018772
335;ADJ;Number of interations: 50 C1: 1 C2:2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;1.0;2.0;0.9;2.7296629610563916;1.9772424886762718
336;ADJ;Number of interations: 100 C1: 0.1 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.2;0.3;1.003485257058498;0.5808540443224754
337;ADJ;Number of interations: 100 C1: 0.1 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.2;0.5;0.8238158449338002;0.4642356140656969
338;ADJ;Number of interations: 100 C1: 0.1 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.2;0.9;0.06790918862112827;0.01783245910735376
339;ADJ;Number of interations: 100 C1: 0.1 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.5;0.3;0.2894662168457864;0.10357280478609754
340;ADJ;Number of interations: 100 C1: 0.1 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.5;0.5;0.027329012855762704;0.0038616478042112767
341;ADJ;Number of interations: 100 C1: 0.1 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.5;0.9;0.4724907818272122;0.16258610292947795
342;ADJ;Number of interations: 100 C1: 0.1 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.8;0.3;0.03493922439826358;0.008615071373303085
343;ADJ;Number of interations: 100 C1: 0.1 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.8;0.5;0.0008522834163362525;0.00013880325115112058
344;ADJ;Number of interations: 100 C1: 0.1 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.8;0.9;2.2256383073719586;0.36714388533622655
345;ADJ;Number of interations: 100 C1: 0.1 C2:2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.1;2.0;0.3;0.0007731359488279743;3.7139685897802366e-05
346;ADJ;Number of interations: 100 C1: 0.1 C2:2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.1;2.0;0.5;0.014709182513393149;0.0014120671058717171
347;ADJ;Number of interations: 100 C1: 0.1 C2:2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.1;2.0;0.9;4.471278073963903;1.3244633026550265
348;ADJ;Number of interations: 100 C1: 0.5 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.2;0.3;1.1491770590312396;0.7210732204742176
349;ADJ;Number of interations: 100 C1: 0.5 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.2;0.5;0.7186213371718981;0.11856977029619786
350;ADJ;Number of interations: 100 C1: 0.5 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.2;0.9;0.022476385267317146;0.0069707104595662095
351;ADJ;Number of interations: 100 C1: 0.5 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.5;0.3;0.2879970417291259;0.05674385105122015
352;ADJ;Number of interations: 100 C1: 0.5 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.5;0.5;0.015457305436875134;0.006928300833099588
353;ADJ;Number of interations: 100 C1: 0.5 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.5;0.9;0.07734629654166243;0.024016465093883443
354;ADJ;Number of interations: 100 C1: 0.5 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.8;0.3;0.02726190998674527;0.00036048277231559567
355;ADJ;Number of interations: 100 C1: 0.5 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.8;0.5;0.00012927604599619614;1.0072546669182003e-05
356;ADJ;Number of interations: 100 C1: 0.5 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.8;0.9;0.4043807904392584;0.1304412324432147
357;ADJ;Number of interations: 100 C1: 0.5 C2:2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.5;2.0;0.3;6.526878772712408e-05;2.6691741215945086e-05
358;ADJ;Number of interations: 100 C1: 0.5 C2:2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.5;2.0;0.5;0.002495767077905686;0.0005879567661044582
359;ADJ;Number of interations: 100 C1: 0.5 C2:2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.5;2.0;0.9;3.342177780868248;0.7340311782185194
360;ADJ;Number of interations: 100 C1: 0.7 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.2;0.3;1.194604539163835;0.26774426286845143
361;ADJ;Number of interations: 100 C1: 0.7 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.2;0.5;0.7093794122655346;0.13689132456884368
362;ADJ;Number of interations: 100 C1: 0.7 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.2;0.9;0.021297414889090493;0.00780337066344261
363;ADJ;Number of interations: 100 C1: 0.7 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.5;0.3;0.3014993157234188;0.08381760300766006
364;ADJ;Number of interations: 100 C1: 0.7 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.5;0.5;0.016308360465663176;0.00302657443086618
365;ADJ;Number of interations: 100 C1: 0.7 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.5;0.9;0.03923142466336893;0.014570282895772113
366;ADJ;Number of interations: 100 C1: 0.7 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.8;0.3;0.0301273673502636;0.004760865604577891
367;ADJ;Number of interations: 100 C1: 0.7 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.8;0.5;6.714766748752154e-05;2.931726090782405e-06
368;ADJ;Number of interations: 100 C1: 0.7 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.8;0.9;0.5429307749218871;0.03244731586054472
369;ADJ;Number of interations: 100 C1: 0.7 C2:2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.7;2.0;0.3;6.783663994420763e-05;8.602092588905208e-06
370;ADJ;Number of interations: 100 C1: 0.7 C2:2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.7;2.0;0.5;0.0016197407086004922;0.0004191150639774044
371;ADJ;Number of interations: 100 C1: 0.7 C2:2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.7;2.0;0.9;3.091113434005399;1.1946753416567906
372;ADJ;Number of interations: 100 C1: 1 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.2;0.3;1.2802446360526658;0.6552213354676977
373;ADJ;Number of interations: 100 C1: 1 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.2;0.5;0.8459311921790267;0.4411917028708108
374;ADJ;Number of interations: 100 C1: 1 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.2;0.9;0.03450097441256554;0.007988686139132728
375;ADJ;Number of interations: 100 C1: 1 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.5;0.3;0.26966252866181406;0.07122299548607147
376;ADJ;Number of interations: 100 C1: 1 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.5;0.5;0.014644182718562692;0.0037190244492149027
377;ADJ;Number of interations: 100 C1: 1 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.5;0.9;0.08490101905365899;0.03266447661753391
378;ADJ;Number of interations: 100 C1: 1 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.8;0.3;0.021452242841396886;0.001693787298844729
379;ADJ;Number of interations: 100 C1: 1 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.8;0.5;6.704225638154426e-05;1.2245988781689476e-05
380;ADJ;Number of interations: 100 C1: 1 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.8;0.9;0.4109357772713122;0.09454099784128234
381;ADJ;Number of interations: 100 C1: 1 C2:2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;1.0;2.0;0.3;4.340226809569358e-05;7.886280290581027e-06
382;ADJ;Number of interations: 100 C1: 1 C2:2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;1.0;2.0;0.5;0.0012000886079033713;0.00023014253082154212
383;ADJ;Number of interations: 100 C1: 1 C2:2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;1.0;2.0;0.9;2.826176319342912;0.7593806261704583
384;ADJ;Number of interations: 200 C1: 0.1 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.2;0.3;0.6909093393444241;0.31293838012836206
385;ADJ;Number of interations: 200 C1: 0.1 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.2;0.5;0.44638088276645693;0.10422824518511264
386;ADJ;Number of interations: 200 C1: 0.1 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.2;0.9;0.003948568698107469;0.0009937510355944035
387;ADJ;Number of interations: 200 C1: 0.1 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.5;0.3;0.37759291216440555;0.10221822876855002
388;ADJ;Number of interations: 200 C1: 0.1 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.5;0.5;0.007483722483526467;0.0004956485065972238
389;ADJ;Number of interations: 200 C1: 0.1 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.5;0.9;0.06297150034081307;0.018644324900084275
390;ADJ;Number of interations: 200 C1: 0.1 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.8;0.3;0.03146168289797489;0.00773264845689825
391;ADJ;Number of interations: 200 C1: 0.1 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.8;0.5;1.2010550265451059e-06;1.375432789885167e-08
392;ADJ;Number of interations: 200 C1: 0.1 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.1;0.8;0.9;3.1916001295093155;1.1807259654483606
393;ADJ;Number of interations: 200 C1: 0.1 C2:2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.1;2.0;0.3;8.103078288357324e-08;8.874501578048921e-09
394;ADJ;Number of interations: 200 C1: 0.1 C2:2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.1;2.0;0.5;0.00010080231231528458;2.1547967396617906e-05
395;ADJ;Number of interations: 200 C1: 0.1 C2:2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.1;2.0;0.9;5.113368057953085;3.0792526245850707
396;ADJ;Number of interations: 200 C1: 0.5 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.2;0.3;0.8991430869051168;0.2974078216243936
397;ADJ;Number of interations: 200 C1: 0.5 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.2;0.5;0.40643738061533563;0.1660554590188572
398;ADJ;Number of interations: 200 C1: 0.5 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.2;0.9;0.0003216222991473394;6.9874306341422e-05
399;ADJ;Number of interations: 200 C1: 0.5 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.5;0.3;0.1848824427741996;0.056878112944222625
400;ADJ;Number of interations: 200 C1: 0.5 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.5;0.5;0.008335377181731208;0.00012877911880737614
401;ADJ;Number of interations: 200 C1: 0.5 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.5;0.9;0.004560701025566249;0.0016776945883063554
402;ADJ;Number of interations: 200 C1: 0.5 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.8;0.3;0.014098575331860718;0.0008302661161363467
403;ADJ;Number of interations: 200 C1: 0.5 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.8;0.5;7.31058247716021e-08;5.721574769523841e-09
404;ADJ;Number of interations: 200 C1: 0.5 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.5;0.8;0.9;0.1307489179582185;0.015607859004604041
405;ADJ;Number of interations: 200 C1: 0.5 C2:2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.5;2.0;0.3;2.752874994627064e-09;2.2281954059621967e-10
406;ADJ;Number of interations: 200 C1: 0.5 C2:2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.5;2.0;0.5;4.1925087114869085e-06;1.0458283172809502e-07
407;ADJ;Number of interations: 200 C1: 0.5 C2:2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.5;2.0;0.9;3.6956649321909003;1.397254350257676
408;ADJ;Number of interations: 200 C1: 0.7 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.2;0.3;0.8152990809846156;0.38649705417704583
409;ADJ;Number of interations: 200 C1: 0.7 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.2;0.5;0.786567800984723;0.3310703327602309
410;ADJ;Number of interations: 200 C1: 0.7 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.2;0.9;0.00025247345738508285;0.00012236194832881964
411;ADJ;Number of interations: 200 C1: 0.7 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.5;0.3;0.2118471457743909;0.04066068491113173
412;ADJ;Number of interations: 200 C1: 0.7 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.5;0.5;0.003394999927755382;4.858655479056395e-05
413;ADJ;Number of interations: 200 C1: 0.7 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.5;0.9;0.006301932086828277;0.0005812320671378934
414;ADJ;Number of interations: 200 C1: 0.7 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.8;0.3;0.015481007737226183;0.0005722103929284295
415;ADJ;Number of interations: 200 C1: 0.7 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.8;0.5;1.938678595436727e-08;6.484488501712349e-10
416;ADJ;Number of interations: 200 C1: 0.7 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.7;0.8;0.9;0.09028342265820592;0.011351057709817258
417;ADJ;Number of interations: 200 C1: 0.7 C2:2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;0.7;2.0;0.3;2.013366273700967e-09;2.734386050917692e-10
418;ADJ;Number of interations: 200 C1: 0.7 C2:2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;0.7;2.0;0.5;2.625280818779885e-06;2.97419387340625e-07
419;ADJ;Number of interations: 200 C1: 0.7 C2:2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;0.7;2.0;0.9;2.8089824111315362;0.281909295134501
420;ADJ;Number of interations: 200 C1: 1 C2:0.2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.2;0.3;1.118478298429644;0.534659157997933
421;ADJ;Number of interations: 200 C1: 1 C2:0.2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.2;0.5;0.5532826821267974;0.07177903653440909
422;ADJ;Number of interations: 200 C1: 1 C2:0.2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.2;0.9;0.0010527043265491365;0.00019378160579508474
423;ADJ;Number of interations: 200 C1: 1 C2:0.5 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.5;0.3;0.19028601106016446;0.03982710172663362
424;ADJ;Number of interations: 200 C1: 1 C2:0.5 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.5;0.5;0.0033225393731496134;2.2669078209691662e-05
425;ADJ;Number of interations: 200 C1: 1 C2:0.5 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.5;0.9;0.0074555800122760195;0.0009287564131956749
426;ADJ;Number of interations: 200 C1: 1 C2:0.8 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.8;0.3;0.00495903233054742;0.00022827176420081585
427;ADJ;Number of interations: 200 C1: 1 C2:0.8 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.8;0.5;5.267003633235845e-09;1.7528778428754777e-10
428;ADJ;Number of interations: 200 C1: 1 C2:0.8 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;1.0;0.8;0.9;0.05576806414009612;0.01679861236545266
429;ADJ;Number of interations: 200 C1: 1 C2:2 w:0.3 N_Particles:50 Topology:ADJ;ADJ;50;1.0;2.0;0.3;1.3915518515261739e-09;2.1139756611887606e-10
430;ADJ;Number of interations: 200 C1: 1 C2:2 w:0.5 N_Particles:50 Topology:ADJ;ADJ;50;1.0;2.0;0.5;8.313548186755781e-07;1.2869343324339866e-07
431;ADJ;Number of interations: 200 C1: 1 C2:2 w:0.9 N_Particles:50 Topology:ADJ;ADJ;50;1.0;2.0;0.9;1.8975013992290148;0.28174037007022124
